1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.6,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7
1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.7,1027.8,1027.7,1027.7,1027.8,1027.7,1027.8,1027.8,1027.8,1027.8,1027.8,1027.7,1027.7,1027.8,1027.7,1027.8,1027.8,1027.7,1027.7,1027.8,1027.7,1027.8,1027.8,1027.7,1027.7,1027.7,1027.8,1027.8,1027.8,1027.7,1027.8,1027.7,1027.7,1027.7,1027.7,1027.8,1027.8,1027.8,1027.7,1027.8,1027.8,1027.7,1027.7,1027.8,1027.8,1027.8,1027.8,1027.7,1027.8,1027.8,1027.8,1027.7,1027.8,1027.7,1027.7,1027.8,1027.8,1027.7,1027.7,1027.8,1027.8,1027.7,1027.8,1027.7,1027.8,1027.8,1027.8,1027.8,1027.7,1027.8,1027.8,1027.8,1027.7,1027.8,1027.8,1027.7,1027.8,1027.8,1027.8,1027.7,1027.8,1027.8,1027.7,1027.7
1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.9,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8,1027.8
1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9
1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1028,1028,1028,1028,1027.9,1028,1028,1027.9,1028,1028,1028,1027.9,1028,1027.9,1028,1028,1028,1028,1028,1028,1028,1028,1027.9,1028,1028,1027.9,1028,1027.9,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1027.9,1028,1027.9,1028,1028,1028,1027.9,1027.9,1027.9,1027.9,1028,1028,1027.9,1027.9,1028,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1027.9,1028,1028,1027.9,1027.9,1028,1028,1028
1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028
1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1
1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.2,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1,1028.1
1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2
1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.3,1028.2,1028.2,1028.2,1028.2,1028.2,1028.3,1028.3,1028.3,1028.3,1028.2,1028.2,1028.3,1028.2,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.2,1028.3,1028.3,1028.2,1028.3,1028.3,1028.2,1028.2,1028.3,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.2,1028.3,1028.2,1028.3,1028.3,1028.2,1028.2,1028.3,1028.3,1028.2,1028.2,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3,1028.3
