-0.11791,0.15903,-0.12877,0.1474,-0.13054,0.13625,-0.13635,0.14686,-0.12562,0.16518,-0.14817,0.14563,-0.16745,0.14967,-0.15497,0.16669,-0.19264,0.15046,-0.15311,0.12686,-0.11997,0.18948,-0.11709,0.15604,-0.13503,0.14813,-0.13515,0.16309,-0.12409,0.14786,-0.12264,0.16754,-0.12788,0.1544,-0.12766,0.1553,-0.11884,0.15339,-0.12388,0.14809,-0.13472,0.15454,-0.12123,0.14284,-0.12158,0.16039,-0.11982,0.15057,-0.13467,0.14735,-0.12646,0.1547,-0.12297,0.15969,-0.12841,0.15619,-0.12415,0.14733,-0.16119,0.14592,-0.12432,0.16187,-0.12183,0.16899,-0.13019,0.15954,-0.12092,0.15445,-0.12585,0.1618,-0.12066,0.14629,-0.1265,0.16078,-0.12478,0.14834,-0.12226,0.15394,-0.12659,0.16011,-0.12466,0.15656,-0.1243,0.15364,-0.12522,0.16056,-0.13155,0.16204,-0.12616,0.16665,-0.1243
-0.12128,0.16006,-0.13077,0.13734,-0.13024,0.15037,-0.13283,0.14026,-0.12549,0.16925,-0.14034,0.14651,-0.17015,0.15057,-0.1572,0.16302,-0.19614,0.15439,-0.15343,0.12358,-0.11637,0.1909,-0.12275,0.14474,-0.12983,0.15173,-0.13501,0.16024,-0.12501,0.14565,-0.12454,0.16677,-0.12207,0.15618,-0.13168,0.15343,-0.11703,0.15694,-0.11791,0.14083,-0.12954,0.15599,-0.11839,0.14138,-0.11931,0.16506,-0.12252,0.14508,-0.12674,0.15237,-0.12467,0.15886,-0.12429,0.1566,-0.12562,0.15622,-0.12205,0.1411,-0.16495,0.14854,-0.12347,0.15961,-0.12508,0.16919,-0.12922,0.16154,-0.12501,0.15544,-0.1245,0.16557,-0.12516,0.14429,-0.1251,0.15976,-0.12189,0.14712,-0.12333,0.15191,-0.12601,0.15818,-0.12606,0.15297,-0.12643,0.15592,-0.12639,0.15836,-0.13309,0.16459,-0.12217,0.16452,-0.12264
-0.12624,0.15791,-0.13858,0.13633,-0.13297,0.15031,-0.12772,0.13315,-0.12211,0.17973,-0.1391,0.1465,-0.1749,0.14845,-0.15688,0.16461,-0.20496,0.16165,-0.1513,0.14718,-0.12288,0.18578,-0.11764,0.13973,-0.1318,0.15292,-0.13497,0.15846,-0.12466,0.14883,-0.12058,0.16135,-0.11923,0.15621,-0.12994,0.15532,-0.12738,0.15317,-0.12038,0.1448,-0.12025,0.1556,-0.12171,0.14461,-0.12141,0.1592,-0.12137,0.14315,-0.12503,0.15582,-0.11813,0.15142,-0.1243,0.15795,-0.12397,0.15464,-0.12798,0.14522,-0.16502,0.14348,-0.12863,0.16256,-0.12599,0.16718,-0.12873,0.15888,-0.12323,0.15489,-0.12526,0.16377,-0.12538,0.14442,-0.12665,0.15936,-0.12335,0.14902,-0.12204,0.1512,-0.11725,0.15814,-0.13121,0.15429,-0.12357,0.15433,-0.12678,0.15904,-0.12715,0.16577,-0.12442,0.16128,-0.12389
-0.12564,0.1643,-0.14482,0.13923,-0.13798,0.15117,-0.13,0.13324,-0.12211,0.17192,-0.14162,0.14436,-0.17877,0.15046,-0.15346,0.16103,-0.2082,0.16501,-0.14951,0.15822,-0.12096,0.17488,-0.12253,0.13193,-0.12708,0.15198,-0.13456,0.15545,-0.13147,0.15497,-0.11956,0.15934,-0.12292,0.1561,-0.12685,0.15166,-0.1343,0.14989,-0.12161,0.14306,-0.12056,0.15354,-0.12227,0.14874,-0.12432,0.15761,-0.12418,0.1409,-0.12317,0.16287,-0.12171,0.14979,-0.12742,0.15545,-0.11904,0.15693,-0.12631,0.14667,-0.16094,0.14503,-0.12694,0.15731,-0.12535,0.16735,-0.12883,0.15646,-0.12317,0.14897,-0.12589,0.15919,-0.12568,0.14048,-0.12716,0.15725,-0.11713,0.14944,-0.11973,0.14667,-0.12062,0.15415,-0.13026,0.15064,-0.12984,0.15164,-0.12687,0.15758,-0.12398,0.16461,-0.12761,0.16252,-0.12604
-0.12505,0.15982,-0.14892,0.13546,-0.13604,0.14739,-0.12347,0.13159,-0.1227,0.17467,-0.14485,0.1432,-0.17956,0.15057,-0.15019,0.15925,-0.20565,0.17423,-0.154,0.16267,-0.12464,0.16992,-0.12008,0.13091,-0.11945,0.15568,-0.132,0.14884,-0.13604,0.15522,-0.11979,0.15767,-0.11601,0.16064,-0.11853,0.15271,-0.12832,0.15125,-0.12162,0.14205,-0.12118,0.15197,-0.12644,0.14691,-0.12363,0.15666,-0.11871,0.144,-0.12455,0.16123,-0.12496,0.14871,-0.12007,0.15271,-0.11969,0.15887,-0.13029,0.15033,-0.15164,0.14458,-0.12543,0.15378,-0.12725,0.16264,-0.11909,0.16045,-0.12058,0.14633,-0.1215,0.1545,-0.12772,0.14405,-0.12788,0.15943,-0.12141,0.15298,-0.12226,0.14635,-0.12407,0.15407,-0.13023,0.15437,-0.13162,0.15017,-0.12657,0.1514,-0.12373,0.15931,-0.12813,0.15983,-0.12646
-0.13004,0.15729,-0.15083,0.13177,-0.13597,0.14761,-0.12693,0.13343,-0.12123,0.17089,-0.14494,0.1404,-0.17365,0.15267,-0.14901,0.15808,-0.19834,0.18006,-0.15084,0.16413,-0.13455,0.16638,-0.12742,0.13596,-0.12072,0.15451,-0.1314,0.1499,-0.14124,0.15495,-0.12424,0.15539,-0.12244,0.16084,-0.12099,0.155,-0.12562,0.15504,-0.12141,0.14129,-0.11857,0.15743,-0.12085,0.1477,-0.12454,0.15705,-0.12098,0.13533,-0.12237,0.15717,-0.11955,0.14657,-0.1186,0.15284,-0.12379,0.15164,-0.13348,0.14743,-0.1516,0.14338,-0.13032,0.15105,-0.13001,0.16586,-0.12261,0.16242,-0.12031,0.1431,-0.12218,0.15393,-0.12717,0.1474,-0.12676,0.15919,-0.12071,0.15292,-0.1248,0.13916,-0.1229,0.15243,-0.12739,0.1515,-0.13398,0.14864,-0.12029,0.15499,-0.12491,0.16406,-0.12605,0.16182,-0.13047
-0.13072,0.15105,-0.14596,0.13465,-0.13523,0.14972,-0.12883,0.13164,-0.12259,0.17017,-0.1416,0.13892,-0.17745,0.15131,-0.14261,0.15729,-0.20428,0.18738,-0.15006,0.17059,-0.1327,0.15887,-0.12876,0.13616,-0.11947,0.15014,-0.1384,0.14529,-0.142,0.14939,-0.11458,0.15932,-0.1218,0.16126,-0.12276,0.15485,-0.12802,0.15349,-0.11856,0.14287,-0.1202,0.15342,-0.12024,0.15564,-0.12534,0.15185,-0.118,0.13347,-0.1221,0.16008,-0.12264,0.14952,-0.12557,0.15094,-0.12946,0.15545,-0.13203,0.14951,-0.15014,0.1433,-0.1282,0.14501,-0.13123,0.1587,-0.12566,0.16014,-0.11992,0.14272,-0.1238,0.15946,-0.12581,0.14443,-0.12145,0.15666,-0.12275,0.15143,-0.12804,0.14302,-0.11997,0.1526,-0.12645,0.14906,-0.13143,0.15311,-0.1211,0.15592,-0.12375,0.15935,-0.12319,0.16015,-0.13055
-0.13086,0.14774,-0.14517,0.1338,-0.13534,0.14528,-0.12434,0.12946,-0.1221,0.16852,-0.1403,0.13791,-0.17629,0.15026,-0.13605,0.15491,-0.19916,0.19177,-0.15187,0.17286,-0.13539,0.15253,-0.13087,0.13521,-0.11722,0.14837,-0.13456,0.14168,-0.14168,0.15367,-0.11606,0.15367,-0.11947,0.16591,-0.12332,0.15547,-0.12299,0.15218,-0.12588,0.14086,-0.11856,0.15491,-0.12346,0.15729,-0.12353,0.14633,-0.12436,0.13491,-0.11885,0.15861,-0.12294,0.14976,-0.11993,0.14835,-0.13287,0.15908,-0.13203,0.14913,-0.14375,0.14044,-0.12233,0.14385,-0.1249,0.16178,-0.1259,0.15756,-0.1201,0.1442,-0.11814,0.15421,-0.12674,0.1447,-0.12197,0.15464,-0.12317,0.15094,-0.12308,0.14672,-0.12107,0.15366,-0.12311,0.15083,-0.13171,0.15137,-0.12333,0.15417,-0.11504,0.16165,-0.12683,0.15968,-0.13375
-0.12658,0.1441,-0.14773,0.13414,-0.13058,0.14425,-0.12065,0.12649,-0.12693,0.16357,-0.1397,0.13766,-0.16885,0.14976,-0.13382,0.15084,-0.19913,0.19397,-0.15312,0.17762,-0.13711,0.15103,-0.13282,0.13271,-0.11904,0.14991,-0.14103,0.14606,-0.14105,0.15313,-0.12094,0.15309,-0.11574,0.1606,-0.12009,0.15578,-0.12019,0.15308,-0.11775,0.14447,-0.12034,0.15443,-0.12055,0.15493,-0.12344,0.14439,-0.12127,0.12928,-0.12441,0.15933,-0.12785,0.14828,-0.11706,0.15035,-0.13591,0.15683,-0.13233,0.1465,-0.14097,0.14259,-0.11751,0.13896,-0.12948,0.15973,-0.12624,0.1525,-0.11943,0.14273,-0.11991,0.15385,-0.12701,0.14204,-0.12744,0.15543,-0.12339,0.15412,-0.1187,0.14471,-0.12083,0.15319,-0.12657,0.15162,-0.12835,0.15398,-0.12162,0.15521,-0.11992,0.15689,-0.12696,0.15631,-0.13137
-0.13374,0.14118,-0.13688,0.13034,-0.13512,0.14131,-0.12074,0.1268,-0.13203,0.16418,-0.13903,0.13262,-0.1654,0.15031,-0.12961,0.15032,-0.20283,0.20015,-0.15111,0.17778,-0.14341,0.14944,-0.13433,0.13331,-0.12445,0.14714,-0.13476,0.14998,-0.13972,0.15029,-0.12464,0.1486,-0.11969,0.15949,-0.12128,0.15686,-0.12035,0.15188,-0.11937,0.14491,-0.12155,0.15184,-0.12084,0.14941,-0.12027,0.14409,-0.12192,0.13272,-0.12288,0.15943,-0.12639,0.15012,-0.12405,0.15153,-0.14083,0.15506,-0.13261,0.14442,-0.14047,0.14565,-0.12147,0.13766,-0.13071,0.16009,-0.12497,0.15146,-0.12351,0.14176,-0.12021,0.15205,-0.12433,0.13912,-0.12556,0.15721,-0.12691,0.15251,-0.12227,0.14599,-0.12296,0.15402,-0.12799,0.15087,-0.12641,0.15236,-0.12414,0.15707,-0.12026,0.15585,-0.12603,0.15644,-0.13511
